Year,Sex,Teaching level,Qualified teachers,Value
2015,Male,Converter academy,Full-time,95.35
2015,Male,Converter academy,Part-time,75
2015,Male,Converter academy,Part-time FTE,100
2015,Male,Converter academy,Total regular FTE,93.33
2015,Female,Converter academy,,96.62
2015,Female,Converter academy,Full-time,96.35
2015,Female,Converter academy,Part-time,97.3
2015,Female,Converter academy,Part-time FTE,97.62
2015,Female,Converter academy,Total regular FTE,96.58
2015,,Converter academy,,96.17
2015,,Converter academy,Full-time,96.17
2015,,Converter academy,Part-time,96.15
2015,,Converter academy,Part-time FTE,95.56
2015,,Converter academy,Total regular FTE,96.42
2015,Male,Sponsor led academy,,90.91
2015,Male,Sponsor led academy,Full-time,95
2015,Male,Sponsor led academy,Part-time,50
2015,Male,Sponsor led academy,Part-time FTE,100
2015,Male,Sponsor led academy,Total regular FTE,90.91
2015,Female,Sponsor led academy,,95
2015,Female,Sponsor led academy,Full-time,94.68
2015,Female,Sponsor led academy,Part-time,96
2015,Female,Sponsor led academy,Part-time FTE,100
2015,Female,Sponsor led academy,Total regular FTE,94.55
2015,,Sponsor led academy,,94.37
2015,,Sponsor led academy,Full-time,93.91
2015,,Sponsor led academy,Part-time,96.3
2015,,Sponsor led academy,Part-time FTE,100
2015,,Sponsor led academy,Total regular FTE,94.66
2015,Male,Free schools,,100
2015,Male,Free schools,Full-time,100
2015,Male,Free schools,Total regular FTE,100
2015,Female,Free schools,,87.5
2015,Female,Free schools,Full-time,100
2015,Female,Free schools,Part-time,100
2015,Female,Free schools,Part-time FTE,100
2015,Female,Free schools,Total regular FTE,100
2015,,Free schools,,88.89
2015,,Free schools,Full-time,87.5
2015,,Free schools,Part-time,100
2015,,Free schools,Part-time FTE,100
2015,,Free schools,Total regular FTE,87.5
2015,Male,,,92.86
2015,Male,,Full-time,93.75
2015,Male,,Part-time,83.33
2015,Male,,Part-time FTE,100
2015,Male,,Total regular FTE,92.65
2015,Female,,,95.94
2015,Female,,Full-time,95.56
2015,Female,,Part-time,96.04
2015,Female,,Part-time FTE,98.28
2015,Female,,Total regular FTE,96.01
2015,,,,95.47
2015,,,Full-time,95.52
2015,,,Part-time,95.33
2015,,,Part-time FTE,95.16
2015,,,Total regular FTE,95.47
2015,Male,State funded Primary,,94.81
2015,Male,State funded Primary,Full-time,95.89
2015,Male,State funded Primary,Part-time,83.87
2015,Male,State funded Primary,Part-time FTE,88.89
2015,Male,State funded Primary,Total regular FTE,95.51
2015,Female,State funded Primary,,97.08
2015,Female,State funded Primary,Full-time,97.02
2015,Female,State funded Primary,Part-time,97.23
2015,Female,State funded Primary,Part-time FTE,97.46
2015,Female,State funded Primary,Total regular FTE,97.21
2015,,State funded Primary,,96.76
2015,,State funded Primary,Full-time,96.83
2015,,State funded Primary,Part-time,96.58
2015,,State funded Primary,Part-time FTE,97.04
2015,,State funded Primary,Total regular FTE,96.91
2015,Male,LA maintained secondary,,95
2015,Male,LA maintained secondary,Full-time,96.09
2015,Male,LA maintained secondary,Part-time,83.33
2015,Male,LA maintained secondary,Part-time FTE,92.86
2015,Male,LA maintained secondary,Total regular FTE,95.57
2015,Female,LA maintained secondary,,94.59
2015,Female,LA maintained secondary,Full-time,94.96
2015,Female,LA maintained secondary,Part-time,92.62
2015,Female,LA maintained secondary,Part-time FTE,94.81
2015,Female,LA maintained secondary,Total regular FTE,94.95
2015,,LA maintained secondary,,94.74
2015,,LA maintained secondary,Full-time,95.43
2015,,LA maintained secondary,Part-time,91.72
2015,,LA maintained secondary,Part-time FTE,94.57
2015,,LA maintained secondary,Total regular FTE,95.18
2015,Male,Converter academy,,94.36
2015,Male,Converter academy,Full-time,95.51
2015,Male,Converter academy,Part-time,82.35
2015,Male,Converter academy,Part-time FTE,85
2015,Male,Converter academy,Total regular FTE,95.21
2015,Female,Converter academy,,93.94
2015,Female,Converter academy,Full-time,94.51
2015,Female,Converter academy,Part-time,91.8
2015,Female,Converter academy,Part-time FTE,93.81
2015,Female,Converter academy,Total regular FTE,94.54
2015,,Converter academy,,94.1
2015,,Converter academy,Full-time,94.93
2015,,Converter academy,Part-time,90.32
2015,,Converter academy,Part-time FTE,93.23
2015,,Converter academy,Total regular FTE,94.7
2015,Male,Sponsor led academy,,90.15
2015,Male,Sponsor led academy,Full-time,91.13
2015,Male,Sponsor led academy,Part-time,75
2015,Male,Sponsor led academy,Part-time FTE,80
2015,Male,Sponsor led academy,Total regular FTE,91.47
2015,Female,Sponsor led academy,,89.96
2015,Female,Sponsor led academy,Full-time,90.05
2015,Female,Sponsor led academy,Part-time,89.47
2015,Female,Sponsor led academy,Part-time FTE,92
2015,Female,Sponsor led academy,Total regular FTE,90.7
2015,,Sponsor led academy,,90.3
2015,,Sponsor led academy,Full-time,90.51
2015,,Sponsor led academy,Part-time,88.89
2015,,Sponsor led academy,Part-time FTE,90
2015,,Sponsor led academy,Total regular FTE,90.72
2015,Male,Free schools,,83.33
2015,Male,Free schools,Full-time,90.91
2015,Male,Free schools,Part-time,100
2015,Male,Free schools,Total regular FTE,90.91
2015,Female,Free schools,,89.47
2015,Female,Free schools,Full-time,93.33
2015,Female,Free schools,Part-time,75
2015,Female,Free schools,Part-time FTE,100
2015,Female,Free schools,Total regular FTE,94.12
2015,,Free schools,,90
2015,,Free schools,Full-time,88.46
2015,,Free schools,Part-time,80
2015,,Free schools,Part-time FTE,66.67
2015,,Free schools,Total regular FTE,89.66
2015,Male,UTC/studios,,80
2015,Male,UTC/studios,Full-time,80
2015,Male,UTC/studios,Total regular FTE,80
2015,Female,UTC/studios,,80
2015,Female,UTC/studios,Full-time,75
2015,Female,UTC/studios,Part-time,100
2015,Female,UTC/studios,Part-time FTE,100
2015,Female,UTC/studios,Total regular FTE,80
2015,,UTC/studios,,81.82
2015,,UTC/studios,Full-time,77.78
2015,,UTC/studios,Part-time,50
2015,,UTC/studios,Part-time FTE,100
2015,,UTC/studios,Total regular FTE,80
2015,Male,,,93.31
2015,Male,,Full-time,94.15
2015,Male,,Part-time,79.07
2015,Male,,Part-time FTE,84.62
2015,Male,,Total regular FTE,93.86
2015,Female,,,92.81
2015,Female,,Full-time,93.07
2015,Female,,Part-time,92
2015,Female,,Part-time FTE,94.29
2015,Female,,Total regular FTE,93.26
2015,,,,92.93
2015,,,Full-time,93.51
2015,,,Part-time,90.3
2015,,,Part-time FTE,92.77
2015,,,Total regular FTE,93.5
2015,Male,State funded secondary,,93.89
2015,Male,State funded secondary,Full-time,94.81
2015,Male,State funded secondary,Part-time,81.82
2015,Male,State funded secondary,Part-time FTE,87.5
2015,Male,State funded secondary,Total regular FTE,94.44
2015,Female,State funded secondary,,93.43
2015,Female,State funded secondary,Full-time,93.81
2015,Female,State funded secondary,Part-time,92.22
2015,Female,State funded secondary,Part-time FTE,94.47
2015,Female,State funded secondary,Total regular FTE,93.84
2015,,State funded secondary,,93.55
2015,,State funded secondary,Full-time,94.22
2015,,State funded secondary,Part-time,90.8
2015,,State funded secondary,Part-time FTE,93.41
2015,,State funded secondary,Total regular FTE,94.12
2015,Male,LA maintained special/PRU,,87.5
2015,Male,LA maintained special/PRU,Full-time,88.1
2015,Male,LA maintained special/PRU,Part-time,83.33
2015,Male,LA maintained special/PRU,Part-time FTE,75
2015,Male,LA maintained special/PRU,Total regular FTE,86.96
2015,Female,LA maintained special/PRU,,90.71
2015,Female,LA maintained special/PRU,Full-time,91.35
2015,Female,LA maintained special/PRU,Part-time,88.89
2015,Female,LA maintained special/PRU,Part-time FTE,90.91
2015,Female,LA maintained special/PRU,Total regular FTE,91.27
2015,,LA maintained special/PRU,,89.89
2015,,LA maintained special/PRU,Full-time,90.41
2015,,LA maintained special/PRU,Part-time,88.1
2015,,LA maintained special/PRU,Part-time FTE,88.46
2015,,LA maintained special/PRU,Total regular FTE,90.12
2015,Male,Special academies/alternative provision,,73.33
2015,Male,Special academies/alternative provision,Full-time,76.92
2015,Male,Special academies/alternative provision,Part-time,50
2015,Male,Special academies/alternative provision,Part-time FTE,100
2015,Male,Special academies/alternative provision,Total regular FTE,78.57
2015,Female,Special academies/alternative provision,,84.38
2015,Female,Special academies/alternative provision,Full-time,84
2015,Female,Special academies/alternative provision,Part-time,85.71
2015,Female,Special academies/alternative provision,Part-time FTE,100
2015,Female,Special academies/alternative provision,Total regular FTE,83.33
2015,,Special academies/alternative provision,,82.98
2015,,Special academies/alternative provision,Full-time,84.21
2015,,Special academies/alternative provision,Part-time,77.78
2015,,Special academies/alternative provision,Part-time FTE,80
2015,,Special academies/alternative provision,Total regular FTE,83.72
2015,Male,State funded special,,84.13
2015,Male,State funded special,Full-time,85.45
2015,Male,State funded special,Part-time,75
2015,Male,State funded special,Part-time FTE,80
2015,Male,State funded special,Total regular FTE,85
2015,Female,State funded special,,89.53
2015,Female,State funded special,Full-time,89.92
2015,Female,State funded special,Part-time,88.37
2015,Female,State funded special,Part-time FTE,92.31
2015,Female,State funded special,Total regular FTE,89.74
2015,,State funded special,,88.51
2015,,State funded special,Full-time,88.11
2015,,State funded special,Part-time,88
2015,,State funded special,Part-time FTE,90.32
2015,,State funded special,Total regular FTE,88.84
2015,Male,Centrally employed,,53.85
2015,Male,Centrally employed,Full-time,66.67
2015,Male,Centrally employed,Part-time,37.5
2015,Male,Centrally employed,Part-time FTE,50
2015,Male,Centrally employed,Total regular FTE,60
2015,Female,Centrally employed,,84.44
2015,Female,Centrally employed,Full-time,94.12
2015,Female,Centrally employed,Part-time,81.48
2015,Female,Centrally employed,Part-time FTE,82.35
2015,Female,Centrally employed,Total regular FTE,88.24
2015,,Centrally employed,,79.31
2015,,Centrally employed,Full-time,86.96
2015,,Centrally employed,Part-time,71.43
2015,,Centrally employed,Part-time FTE,76.19
2015,,Centrally employed,Total regular FTE,81.82
2015,Male,Total state funded schools,,93.23
2015,Male,Total state funded schools,Full-time,94.51
2015,Male,Total state funded schools,Part-time,80.36
2015,Male,Total state funded schools,Part-time FTE,85.07
2015,Male,Total state funded schools,Total regular FTE,94.06
2015,Female,Total state funded schools,,95.19
2015,Female,Total state funded schools,Full-time,95.36
2015,Female,Total state funded schools,Part-time,94.76
2015,Female,Total state funded schools,Part-time FTE,95.77
2015,Female,Total state funded schools,Total regular FTE,95.46
2015,,Total state funded schools,,94.71
2015,,Total state funded schools,Full-time,95.14
2015,,Total state funded schools,Part-time,93.26
2015,,Total state funded schools,Part-time FTE,94.86
2015,,Total state funded schools,Total regular FTE,95.08
2014,,Nursery,,100
2014,,Nursery,Full-time,100
2014,,Nursery,Total regular FTE,100
2014,,Nursery,,93.33
2014,,Nursery,Full-time,90.91
2014,,Nursery,Part-time,100
2014,,Nursery,Part-time FTE,100
2014,,Nursery,Total regular FTE,92.31
2014,,Nursery,,100
2014,,Nursery,Full-time,100
2014,,Nursery,Part-time,100
2014,,Nursery,Part-time FTE,100
2014,,Nursery,Total regular FTE,92.86
2014,,Primary,,95.68
2014,,Primary,Full-time,96.47
2014,,Primary,Part-time,86.96
2014,,Primary,Part-time FTE,91.67
2014,,Primary,Total regular FTE,96.27
2014,,Primary,,97.56
2014,,Primary,Full-time,97.69
2014,,Primary,Part-time,97.22
2014,,Primary,Part-time FTE,97.86
2014,,Primary,Total regular FTE,97.73
2014,,Primary,,97.35
2014,,Primary,Full-time,97.55
2014,,Primary,Part-time,96.77
2014,,Primary,Part-time FTE,97.28
2014,,Primary,Total regular FTE,97.51
2014,,State funded Primary,,95.5
2014,,State funded Primary,Full-time,96.08
2014,,State funded Primary,Part-time,85.19
2014,,State funded Primary,Part-time FTE,86.67
2014,,State funded Primary,Total regular FTE,95.95
2014,,State funded Primary,,97.37
2014,,State funded Primary,Full-time,97.41
2014,,State funded Primary,Part-time,97.11
2014,,State funded Primary,Part-time FTE,97.87
2014,,State funded Primary,Total regular FTE,97.44
2014,,State funded Primary,,97.07
2014,,State funded Primary,Full-time,97.18
2014,,State funded Primary,Part-time,96.75
2014,,State funded Primary,Part-time FTE,97.38
2014,,State funded Primary,Total regular FTE,97.26
2014,,LA maintained secondary,,95.48
2014,,LA maintained secondary,Full-time,96.17
2014,,LA maintained secondary,Part-time,86.96
2014,,LA maintained secondary,Part-time FTE,92.31
2014,,LA maintained secondary,Total regular FTE,96
2014,,LA maintained secondary,,94.92
2014,,LA maintained secondary,Full-time,95.29
2014,,LA maintained secondary,Part-time,92.86
2014,,LA maintained secondary,Part-time FTE,94.87
2014,,LA maintained secondary,Total regular FTE,95.43
2014,,LA maintained secondary,,95.01
2014,,LA maintained secondary,Full-time,95.79
2014,,LA maintained secondary,Part-time,91.33
2014,,LA maintained secondary,Part-time FTE,93.48
2014,,LA maintained secondary,Total regular FTE,95.65
2014,,State funded secondary,,94.33
2014,,State funded secondary,Full-time,95.43
2014,,State funded secondary,Part-time,83.87
2014,,State funded secondary,Part-time FTE,88.57
2014,,State funded secondary,Total regular FTE,95.14
2014,,State funded secondary,,93.89
2014,,State funded secondary,Full-time,94.3
2014,,State funded secondary,Part-time,92.24
2014,,State funded secondary,Part-time FTE,94.17
2014,,State funded secondary,Total regular FTE,94.36
2014,,State funded secondary,,94.06
2014,,State funded secondary,Full-time,94.71
2014,,State funded secondary,Part-time,90.7
2014,,State funded secondary,Part-time FTE,93.36
2014,,State funded secondary,Total regular FTE,94.61
2014,,LA maintained special/PRU,,88
2014,,LA maintained special/PRU,Full-time,88.64
2014,,LA maintained special/PRU,Part-time,83.33
2014,,LA maintained special/PRU,Part-time FTE,100
2014,,LA maintained special/PRU,Total regular FTE,87.5
2014,,LA maintained special/PRU,,91.61
2014,,LA maintained special/PRU,Full-time,91.51
2014,,LA maintained special/PRU,Part-time,91.89
2014,,LA maintained special/PRU,Part-time FTE,90.91
2014,,LA maintained special/PRU,Total regular FTE,92.19
2014,,LA maintained special/PRU,,90.67
2014,,LA maintained special/PRU,Full-time,91.33
2014,,LA maintained special/PRU,Part-time,90.7
2014,,LA maintained special/PRU,Part-time FTE,92
2014,,LA maintained special/PRU,Total regular FTE,90.91
2014,,Special academies/alternative provision,,76.92
2014,,Special academies/alternative provision,Full-time,81.82
2014,,Special academies/alternative provision,Part-time,50
2014,,Special academies/alternative provision,Part-time FTE,100
2014,,Special academies/alternative provision,Total regular FTE,83.33
2014,,Special academies/alternative provision,,85.19
2014,,Special academies/alternative provision,Full-time,85.71
2014,,Special academies/alternative provision,Part-time,83.33
2014,,Special academies/alternative provision,Part-time FTE,75
2014,,Special academies/alternative provision,Total regular FTE,88
2014,,Special academies/alternative provision,,85
2014,,Special academies/alternative provision,Full-time,84.38
2014,,Special academies/alternative provision,Part-time,75
2014,,Special academies/alternative provision,Part-time FTE,80
2014,,Special academies/alternative provision,Total regular FTE,83.78
2014,,State funded special,,85.71
2014,,State funded special,Full-time,87.27
2014,,State funded special,Part-time,75
2014,,State funded special,Part-time FTE,100
2014,,State funded special,Total regular FTE,86.67
2014,,State funded special,,90.59
2014,,State funded special,Full-time,91.34
2014,,State funded special,Part-time,90.7
2014,,State funded special,Part-time FTE,88.46
2014,,State funded special,Total regular FTE,90.85
2014,,State funded special,,89.7
2014,,State funded special,Full-time,90.11
2014,,State funded special,Part-time,88.24
